,Username,Date,Text,Compound Score,Negative Score,Neutral Score,Positive Score,Tweets Ago
270,CNN,Mon Apr 09 12:45:10 +0000 2018,Beyond Tokyo: 8 of Japan's best foodie destinations https://t.co/0vjI9pVzDK via @CNNTravel https://t.co/MPo2WPjbfX,0.6369,0.0,0.704,0.296,71
271,CNN,Mon Apr 09 12:38:55 +0000 2018,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/XHbOXLchua https://t.co/XXBefmOdcn,-0.0258,0.154,0.647,0.199,72
272,CNN,Mon Apr 09 12:37:05 +0000 2018,Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on… https://t.co/IrPIXbxHUd,-0.25,0.114,0.818,0.068,73
273,CNN,Mon Apr 09 12:30:11 +0000 2018,"Donald Trump always strives to command center stage, but the US President is now embroiled in so many escalating gl… https://t.co/2yZT9mnSSF",0.0,0.0,1.0,0.0,74
274,CNN,Mon Apr 09 12:26:02 +0000 2018,"Deutsche Bank, Germany's biggest lender, is getting rid of its CEO after years of heavy losses.… https://t.co/O1UvpLNxyz",0.0,0.0,1.0,0.0,75
275,CNN,Mon Apr 09 12:19:04 +0000 2018,4 questions Congress must ask Facebook CEO Mark Zuckerberg https://t.co/5PaplSDYRt https://t.co/TPsfQPpUKu,0.0,0.0,1.0,0.0,76
276,CNN,Mon Apr 09 12:16:02 +0000 2018,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's a… https://t.co/ErTHLwtmHe",-0.1226,0.063,0.937,0.0,77
277,CNN,Mon Apr 09 12:12:37 +0000 2018,"Facebook CEO Mark Zuckerberg is on Capitol Hill today to meet with lawmakers, including members of committees holdi… https://t.co/TEjSDM8O0O",0.0,0.0,1.0,0.0,78
278,CNN,Mon Apr 09 12:12:02 +0000 2018,"New York Times top editor on journalism's ""biggest crisis"" https://t.co/YZqAM2JZ2X https://t.co/aGlBwRjZrc",-0.5106,0.275,0.604,0.121,79
279,CNN,Mon Apr 09 12:04:23 +0000 2018,What cities and states are doing about guns since the Parkland shooting https://t.co/x2gNmQqcvg https://t.co/q70mtKVUqn,0.0,0.0,1.0,0.0,80
280,CNN,Mon Apr 09 12:03:04 +0000 2018,Designing for hedonists: The evolution of nightclub interiors https://t.co/PJKGBCwL2b via @CNNStyle https://t.co/osJPpj5Jlo,0.0,0.0,1.0,0.0,81
281,CNN,Mon Apr 09 11:59:06 +0000 2018,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/VGZeMMBqZ9",-0.6597,0.252,0.748,0.0,82
282,CNN,Mon Apr 09 11:56:02 +0000 2018,"How President Trump might counter ""Animal Assad"" https://t.co/1UCL0ugNRt | via @CNNOpinion https://t.co/6Vxl00eqbc",0.0,0.0,1.0,0.0,83
283,CNN,Mon Apr 09 11:51:07 +0000 2018,16-year-old breaks Commonwealth Games record to win shooting gold for India https://t.co/ckEnqdDG2p https://t.co/Y7CYQy1zrp,0.5859,0.0,0.759,0.241,84
284,CNN,Mon Apr 09 11:44:06 +0000 2018,Here's everything you need to know about the US-China trade battle https://t.co/qfAXCtoeph https://t.co/qc6MwmahAG,-0.3818,0.178,0.822,0.0,85
285,CNN,Mon Apr 09 11:39:27 +0000 2018,"Oklahoma teachers will continue their walkout for a sixth day today, maintaining their pressure on state legislator… https://t.co/FdYFsxlo0U",-0.5423,0.231,0.769,0.0,86
286,CNN,Mon Apr 09 11:38:04 +0000 2018,"Lightning strike kills 1, injures 4 in Florida https://t.co/iDZeD9keEh https://t.co/MnHKWwyfzB",-0.6124,0.417,0.583,0.0,87
287,CNN,Mon Apr 09 11:31:05 +0000 2018,Atlanta is the world's busiest airport for another year. Here's the rest of the list: https://t.co/qy5qAnTwjG,0.0,0.0,1.0,0.0,88
288,CNN,Mon Apr 09 11:30:06 +0000 2018,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/4UF8wtRLft",0.0,0.0,1.0,0.0,89
289,CNN,Mon Apr 09 11:26:30 +0000 2018,"RT @NewDay: ""They're really very ordinary,"" says @npwcnn of British ISIS terrorists called ""the Beatles.""

""Unextraordinary people to some…",-0.6249,0.186,0.814,0.0,90
290,CNN,Mon Apr 09 11:26:19 +0000 2018,"Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" have called some of the group's act… https://t.co/TJ5ez1pFVh",-0.1226,0.066,0.934,0.0,91
291,CNN,Mon Apr 09 11:26:05 +0000 2018,US military resumes air operations in Djibouti https://t.co/tb7GCGzpIl https://t.co/dMKZRtdHaw,0.0,0.0,1.0,0.0,92
292,CNN,Mon Apr 09 11:20:03 +0000 2018,Ferrari mechanic suffers a broken leg after being hit by a car during a pit stop at the Bahrain Grand Prix https://t.co/Hz9pxAiJFO,-0.6597,0.318,0.568,0.114,93
293,CNN,Mon Apr 09 11:16:03 +0000 2018,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/iWTVDtKsqB,0.3182,0.0,0.881,0.119,94
294,CNN,Mon Apr 09 11:12:06 +0000 2018,Advocacy groups claim YouTube illegally collects data from kids https://t.co/cekqlCi0z1 https://t.co/zjlS4plfp6,0.0,0.0,1.0,0.0,95
295,CNN,Mon Apr 09 11:10:34 +0000 2018,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/7v8OKBAdFh,-0.4588,0.16,0.84,0.0,96
296,CNN,Mon Apr 09 11:06:04 +0000 2018,Cambridge Analytica whistleblower says data could've come from more than 87 million users and be stored in Russia… https://t.co/Ul43cBSA1l,0.0,0.0,1.0,0.0,97
297,CNN,Mon Apr 09 11:00:09 +0000 2018,"5 things for Monday:

- Syria
- Alaska 'bathroom bill'
- Hungary election
- Canada bus crash
- Tony Robbins and… https://t.co/4MGWimP6ee",-0.4019,0.153,0.847,0.0,98
298,CNN,Mon Apr 09 10:58:02 +0000 2018,Army identifies two soldiers killed in Kentucky helicopter crash https://t.co/Dqje3GDcLG https://t.co/rXwFCMGiXH,-0.802,0.444,0.556,0.0,99
299,CNN,Mon Apr 09 10:52:06 +0000 2018,Syria attack response looms over John Bolton's first week as national security adviser https://t.co/iqhidMOnZO https://t.co/YKp7r5Vlt0,-0.3182,0.246,0.628,0.126,100
300,Fox,Mon Apr 09 22:20:00 +0000 2018,.@nikkihaley shames Syria after suspected chemical attack: 'We are on the edge of a dangerous precipice' https://t.co/7VGjt8AECI,-0.8689,0.474,0.526,0.0,1
301,Fox,Mon Apr 09 22:10:48 +0000 2018,"https://t.co/pqEhmLhD8g founders accused of promoting prostitution, money laundering https://t.co/bsmKbYq41U",0.0772,0.188,0.598,0.214,2
302,Fox,Mon Apr 09 21:54:17 +0000 2018,.@JesseBWatters on London mayor enacting new knife restrictions: “It’s turned into a joke...What if you’re just car… https://t.co/3GI5SHfDR7,0.0,0.0,1.0,0.0,3
303,Fox,Mon Apr 09 21:44:11 +0000 2018,".@TheJuanWilliams on Parkland survivor blasting sheriff &amp; school: “From his perspective, even if we never settle th… https://t.co/UoSkfYKtb4",0.3612,0.0,0.872,0.128,4
304,Fox,Mon Apr 09 21:35:00 +0000 2018,".@FLGovScott's press secretary, 33, dies in Florida Keys boat crash https://t.co/u1Noj8mg4R",-0.4019,0.213,0.787,0.0,5
305,Fox,Mon Apr 09 21:28:49 +0000 2018,"FBI raids home, office of Trump attorney Michael Cohen, under scrutiny over Stormy Daniels payments - via… https://t.co/iEZix1mxgI",0.0,0.0,1.0,0.0,6
306,Fox,Mon Apr 09 21:25:15 +0000 2018,.@kimguilfoyle on alleged chemical attack in Syria: “Now this is an opportunity for @POTUS to show his resolve and… https://t.co/6JikwJNlU3,0.3182,0.122,0.667,0.212,7
307,Fox,Mon Apr 09 21:14:17 +0000 2018,"UPDATE: FBI raids home, office of #Trump attorney Michael Cohen, under scrutiny over Stormy Daniels payments https://t.co/CJbWkVS79j",0.0,0.0,1.0,0.0,8
308,Fox,Mon Apr 09 20:51:00 +0000 2018,Fleetwood Mac replacing Lindsey Buckingham before upcoming tour https://t.co/fVF9Mp9opJ,0.0,0.0,1.0,0.0,9
309,Fox,Mon Apr 09 20:41:00 +0000 2018,Opioid crisis worse than Pablo Escobar era: ex-DEA agents https://t.co/c3DMnxYixV,-0.802,0.474,0.526,0.0,10
310,Fox,Mon Apr 09 20:30:25 +0000 2018,"BREAKING: Feds seize documents from #Trump attorney Michael Cohen, AP reports https://t.co/AlkKHP0WVT",0.0,0.0,1.0,0.0,11
311,Fox,Mon Apr 09 20:29:27 +0000 2018,.@nikkihaley: “We have reached the moment when the world must see justice done. History will record this as the mom… https://t.co/PKo1hhqM84,0.5859,0.0,0.798,0.202,12
312,Fox,Mon Apr 09 20:23:26 +0000 2018,.@nikkihaley: “What we are dealing with today is not about a spat between the United States and Russia. This is abo… https://t.co/UtEWInHzYg,0.4215,0.0,0.877,0.123,13
313,Fox,Mon Apr 09 20:17:40 +0000 2018,.@nikkihaley: “We must not overlook Russia and Iran’s roles in enabling the Assad regime’s murderous destruction.” https://t.co/wcfeCswMbG,-0.6369,0.208,0.792,0.0,14
314,Fox,Mon Apr 09 20:08:00 +0000 2018,Teachers Union Threatens Wells Fargo: 'Ditch' NRA or Lose Our Business https://t.co/RVPCKD9VBg,-0.5106,0.325,0.552,0.123,15
315,Fox,Mon Apr 09 19:58:40 +0000 2018,"JUST IN: Israel gave heads-up to US before launching airstrike on Syria, US official says https://t.co/1nO6QysDyf",0.0,0.0,1.0,0.0,16
316,Fox,Mon Apr 09 19:51:11 +0000 2018,Facebook CEO Zuckerberg testimony: ‘too slow’ in Russia interference response (via @FoxBusiness) https://t.co/bsQw2mfxqL,0.0,0.0,1.0,0.0,17
317,Fox,Mon Apr 09 19:40:00 +0000 2018,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/WiInGzgyO0",0.0,0.0,1.0,0.0,18
318,Fox,Mon Apr 09 19:31:00 +0000 2018,Right to carry guns in schools case headed to Michigan Supreme Court https://t.co/qFnfZPQdAO,0.5574,0.0,0.769,0.231,19
319,Fox,Mon Apr 09 19:22:00 +0000 2018,Gov. Walker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/3hO7y7q4ir,-0.836,0.418,0.582,0.0,20
320,Fox,Mon Apr 09 19:14:00 +0000 2018,New foam armor for tanks can pulverize enemies https://t.co/LZQv9MQFJy,-0.4939,0.286,0.714,0.0,21
321,Fox,Mon Apr 09 19:01:08 +0000 2018,".@PressSec: “The president wants to bring our troops home after we complete the mission to eradicate ISIS in Syria."" https://t.co/vkJPE2gzaU",0.0,0.0,1.0,0.0,22
322,Fox,Mon Apr 09 18:55:15 +0000 2018,.@PressSec: “The president and his national security team are consulting closely with allies and partners to determ… https://t.co/gtCxEaN9nc,0.34,0.0,0.876,0.124,23
323,Fox,Mon Apr 09 18:48:04 +0000 2018,.@PressSec Sarah Sanders holds a briefing https://t.co/YxMR6d0PDd,0.0,0.0,1.0,0.0,24
324,Fox,Mon Apr 09 18:37:54 +0000 2018,".@SenBillNelson on Mark Zuckerberg's upcoming testimony: If we don’t do something about this, we’re not going to ha… https://t.co/90Dgie3h0M",0.0,0.0,1.0,0.0,25
325,Fox,Mon Apr 09 18:31:57 +0000 2018,Georgia reignites longstanding feud over border with northern neighbors https://t.co/HNQBOEfStS,-0.34,0.211,0.789,0.0,26
326,Fox,Mon Apr 09 18:30:55 +0000 2018,.@FLGovScott on @dailybriefing: “We have to make sure we defend our own borders and defend the freedom of this coun… https://t.co/jB9CN4Uoqs,0.7579,0.0,0.745,0.255,27
327,Fox,Mon Apr 09 18:25:11 +0000 2018,.@FLGovScott on @dailybriefing: “I believe that we can change Washington.” https://t.co/etdgQ3PUtP https://t.co/M5vF2Fem6G,0.0,0.0,1.0,0.0,28
328,Fox,Mon Apr 09 18:22:31 +0000 2018,"Ex-AG Lynch: Clinton tarmac talk was about 'innocuous things' - via @brookefoxnews 
https://t.co/Dv1DOgEbXi",0.0,0.0,1.0,0.0,29
329,Fox,Mon Apr 09 18:13:10 +0000 2018,".@POTUS calls Syria chemical attack 'atrocious,' says U.S. to make 'major decisions' in coming hours https://t.co/TihuiGkTVR",-0.4767,0.171,0.829,0.0,30
330,Fox,Mon Apr 09 17:33:59 +0000 2018,Hiker Meets Reindeer Herd in Cairngorms National Park in Scotland https://t.co/hOowjIx64X,0.0,0.0,1.0,0.0,31
331,Fox,Mon Apr 09 17:29:29 +0000 2018,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/ekjweddTYh",0.0,0.0,1.0,0.0,32
332,Fox,Mon Apr 09 17:15:47 +0000 2018,Gov. @ScottWalker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/wf9kbtInq6,-0.836,0.418,0.582,0.0,33
333,Fox,Mon Apr 09 16:47:47 +0000 2018,Puppy in Texas Rescued After Getting Head Stuck in Car Wheel https://t.co/rJwe7uUEpy,0.2023,0.135,0.676,0.189,34
334,Fox,Mon Apr 09 16:36:06 +0000 2018,.@POTUS orders National Guard to the southern border https://t.co/0RXkQA4C3x,0.0,0.0,1.0,0.0,35
335,Fox,Mon Apr 09 16:25:49 +0000 2018,"US Attorney John Lausch to oversee FISA warrant document release - via @brookefoxnews @JakeBGibson 
https://t.co/U6X5kS5ZCD",0.0,0.0,1.0,0.0,36
336,Fox,Mon Apr 09 16:25:41 +0000 2018,Solar storm could strike Earth this week: What you need to know https://t.co/ji311frJMA,-0.128,0.111,0.889,0.0,37
337,Fox,Mon Apr 09 16:22:56 +0000 2018,US Attorney John Lausch to oversee FISA warrant document release https://t.co/9WPO96H5iu,0.0,0.0,1.0,0.0,38
338,Fox,Mon Apr 09 16:21:48 +0000 2018,Secretary Mattis on Possible US Military Action Against Assad: 'I Don't Rule Out Anything' https://t.co/RiGBLS5PQn,0.0,0.0,1.0,0.0,39
339,Fox,Mon Apr 09 16:15:47 +0000 2018,"Mattis faults Russia on Syria, won't rule out US strike https://t.co/wOB9EKByH9",-0.5574,0.338,0.662,0.0,40
340,Fox,Mon Apr 09 16:12:51 +0000 2018,.@POTUS: “We need a wall… It’ll stop a lot of people that we don’t want in this country from coming into our countr… https://t.co/55wEoECcWe,-0.2263,0.094,0.851,0.055,41
341,Fox,Mon Apr 09 16:10:12 +0000 2018,.@POTUS: “We’re putting the National Guard and military at the border. We’re beefing up the border patrol.” https://t.co/JGa4JiYLZE,0.0,0.0,1.0,0.0,42
342,Fox,Mon Apr 09 16:06:20 +0000 2018,.@POTUS on trade: “China has been taking advantage of the United States for many years… They have really done a num… https://t.co/XbqM27U4AX,0.5859,0.0,0.798,0.202,43
343,Fox,Mon Apr 09 16:03:05 +0000 2018,".@POTUS on the alleged Syria chemical attack: “It was an atrocious attack, it was horrible… We’ll be making some ma… https://t.co/NLaDnkB6fs",-0.7351,0.246,0.754,0.0,44
344,Fox,Mon Apr 09 15:48:51 +0000 2018,.@Richardafowler on escalating trade tension between China and the U.S. https://t.co/cEPZmWKl72,-0.3182,0.187,0.813,0.0,45
345,Fox,Mon Apr 09 15:41:12 +0000 2018,Alex Conant: “Everyone loses in a trade war.” https://t.co/pPKIsqKU3f,-0.3182,0.247,0.753,0.0,46
346,Fox,Mon Apr 09 15:30:54 +0000 2018,RT @FoxBusiness: Dow at session highs: https://t.co/I7RKNQgnlb https://t.co/6GPmRL0K23,0.0,0.0,1.0,0.0,47
347,Fox,Mon Apr 09 15:20:42 +0000 2018,'Shirtless' daredevil draped in American flag climbs 200-foot crane in Hollywood https://t.co/LObFSY5JsF,0.128,0.0,0.88,0.12,48
348,Fox,Mon Apr 09 15:06:25 +0000 2018,"Breaking News: Body of Tennessee double-murder suspect believed to be found, sheriff says https://t.co/lEbAZCvlrf",-0.296,0.145,0.855,0.0,49
349,Fox,Mon Apr 09 14:43:27 +0000 2018,Toddler on American Airlines flight hit in head with oxygen canister that fell from ceiling during landing https://t.co/BO5ZoXFtDO,0.0,0.0,1.0,0.0,50
350,Fox,Mon Apr 09 14:36:36 +0000 2018,"Brandon Judd: “When we have the National Guard on the border, the cartels take notice.” https://t.co/zQ5dC38M6D",0.0,0.0,1.0,0.0,51
351,Fox,Mon Apr 09 14:34:51 +0000 2018,"“It’s going to be a huge boon."" – Brandon Judd on @USNationalGuard troops heading to the southern border https://t.co/HpdVpSk2WD",0.3182,0.0,0.874,0.126,52
352,Fox,Mon Apr 09 14:29:26 +0000 2018,Texas Gov on Sending Nat'l Guard to Border: 'There's a Mathematical Need For This' https://t.co/zaGRhlMHdb,0.0,0.0,1.0,0.0,53
353,Fox,Mon Apr 09 14:26:01 +0000 2018,Horse trailer carrying at least 18 illegal immigrants crashes in Southern California https://t.co/vDBNYCcCfP,-0.5574,0.231,0.769,0.0,54
354,Fox,Mon Apr 09 14:23:41 +0000 2018,"Mac Thornberry: ""We’ve got to do whatever it takes to have planes that fly and have training that is appropriate fo… https://t.co/PxyBSYRb7e",0.0,0.0,1.0,0.0,55
355,Fox,Mon Apr 09 14:20:34 +0000 2018,"Mac Thornberry: “What we do speaks much more clearly than what we say, and to show Putin and Assad and everybody el… https://t.co/pXOMQvtSfZ",0.4576,0.0,0.88,0.12,56
356,Fox,Mon Apr 09 14:15:12 +0000 2018,"Mac Thornberry: “We cannot fix Syria...We have to work with our allies to try to keep a lid on things."" https://t.co/VaXqZgzSTW",0.0,0.0,1.0,0.0,57
357,Fox,Mon Apr 09 14:12:15 +0000 2018,Tony Robbins apologizes for #MeToo comments https://t.co/NDTXRdhvmr,0.3612,0.0,0.706,0.294,58
358,Fox,Mon Apr 09 14:08:49 +0000 2018,"Mac Thornberry: ""Syria is a cauldron of security concerns for all sorts of countries.” https://t.co/UjnLduMUV4 https://t.co/b3lTjMkMql",0.34,0.0,0.854,0.146,59
359,Fox,Mon Apr 09 14:05:35 +0000 2018,"RT @FoxBusiness: .@SecretaryPerry: ""Now, because of American innovation, American technology, we are now in the driver's seat when it comes…",0.3818,0.0,0.88,0.12,60
360,Fox,Mon Apr 09 14:05:23 +0000 2018,"RT @FoxBusiness: .@SecretaryPerry: ""Fracking, horizontal drilling completely changed the dynamic out there in the world from the standpoint…",0.4336,0.0,0.856,0.144,61
361,Fox,Mon Apr 09 14:04:13 +0000 2018,"Meghan Markle, Prince Harry ask for donations to charities as wedding gifts https://t.co/UPI4eSKubw",0.4939,0.0,0.789,0.211,62
362,Fox,Mon Apr 09 14:01:51 +0000 2018,Homeless residents brag about makeshift 'mansion' near Seattle's famed Space Needle https://t.co/O3WadCSrqE,0.0,0.0,1.0,0.0,63
363,Fox,Mon Apr 09 13:12:00 +0000 2018,"Facebook must shape up, or it will be 'broken up,' senator warns https://t.co/Q8Rozj7Hrr #fntech (via @christocarbone)",-0.5423,0.243,0.757,0.0,64
364,Fox,Mon Apr 09 13:01:08 +0000 2018,Topless woman charges at Bill Cosby as he arrives for sex assault retrial https://t.co/7ekE4V4H7F,-0.7096,0.33,0.67,0.0,65
365,Fox,Mon Apr 09 12:59:25 +0000 2018,".@SecretaryPerry: “You’ve got to have boots on the ground, you’ve got to have the technologies, that’s the reason t… https://t.co/nGnZTfWihb",0.0,0.0,1.0,0.0,66
366,Fox,Mon Apr 09 12:52:15 +0000 2018,73-year-old survives crash through brick wall and down 10-foot drop https://t.co/JH9HTBtN4u,-0.5859,0.348,0.652,0.0,67
367,Fox,Mon Apr 09 12:30:27 +0000 2018,.@ScottWalker: “We protect our shores and our borders and I applaud the president for stepping up to take on illega… https://t.co/p97zi26qGq,0.6808,0.0,0.763,0.237,68
368,Fox,Mon Apr 09 12:10:12 +0000 2018,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5G4Si,-0.0747,0.145,0.727,0.128,69
369,Fox,Mon Apr 09 11:46:36 +0000 2018,.@GovAbbott on @foxandfriends: “Texas wants to ensure that we secure the border.” https://t.co/fwGehxeoqM,0.6124,0.0,0.688,0.312,70
370,Fox,Mon Apr 09 11:45:07 +0000 2018,".@GovAbbott: ""The people of Texas are very appreciative that the president of the United States has recognized this… https://t.co/kMRze2Y37o",0.7713,0.0,0.718,0.282,71
371,Fox,Mon Apr 09 11:32:36 +0000 2018,Ronald Vitello: “Consequences matter…We need to reduce the activity level at the border.” @foxandfriends https://t.co/IfOPglGQfx,0.0,0.0,1.0,0.0,72
372,Fox,Mon Apr 09 11:26:49 +0000 2018,Cooler than average temperatures continue for the Midwest and Northeast (via @JaniceDean) https://t.co/ci8Hm7Q6Of,0.0,0.0,1.0,0.0,73
373,Fox,Mon Apr 09 11:25:01 +0000 2018,"JUST IN: Florida GOP Gov. Rick Scott running for Senate, report says https://t.co/hQgoeiQpsb",0.0,0.0,1.0,0.0,74
374,Fox,Mon Apr 09 11:23:38 +0000 2018,Ronald Vitello on @USNationalGuard at the southern border: “They’re going to help us by adding capacity.”… https://t.co/oiOA1sIqWU,0.4019,0.0,0.856,0.144,75
375,Fox,Mon Apr 09 11:05:02 +0000 2018,".@RalphNorman: “I believe that the only thing that stops a bad guy with a gun, is a good guy with a gun.” https://t.co/eboQAn54i6",-0.5574,0.295,0.591,0.114,76
376,Fox,Mon Apr 09 10:58:23 +0000 2018,"OPINION: Want jobs? Nebraska reforms have more people working, fewer on welfare and food stamps (via… https://t.co/t9QPR8HRKx",0.0772,0.0,0.925,0.075,77
377,Fox,Mon Apr 09 10:32:14 +0000 2018,.@LindseyGrahamSC on the suspected Syria chemical attack: “I think now [Assad] is a legitimate war criminal in the… https://t.co/nunsCfmgbG,-0.9062,0.468,0.532,0.0,78
378,Fox,Mon Apr 09 10:28:47 +0000 2018,.@LindseyGrahamSC on the suspected Syria chemical attack: “We should make [Assad] pay a heavy price by destroying h… https://t.co/e9yFdSIgWJ,-0.8402,0.417,0.583,0.0,79
379,Fox,Mon Apr 09 10:28:05 +0000 2018,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/wWVEuIaCpL,-0.802,0.474,0.526,0.0,80
380,Fox,Mon Apr 09 10:07:05 +0000 2018,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWlLZf,-0.7003,0.326,0.674,0.0,81
381,Fox,Mon Apr 09 09:56:41 +0000 2018,.@RLHeinrichs on the Syria chemical attack: “You can’t allow chemical weapons to continue being used.”… https://t.co/CnW8ZaedJP,-0.6249,0.287,0.622,0.091,82
382,Fox,Mon Apr 09 09:41:32 +0000 2018,Sen. Jeff Flake's son seeks new civil trial against Joe Arpaio https://t.co/rqc9nLB9Tm https://t.co/RhieDXVfYz,0.0,0.0,1.0,0.0,83
383,Fox,Mon Apr 09 09:35:10 +0000 2018,Texas Begins Deploying Troops to the Border https://t.co/9gYLu12hvH https://t.co/VsUSbZhUtE,0.0,0.0,1.0,0.0,84
384,Fox,Mon Apr 09 09:16:10 +0000 2018,South Carolina reps introduce bill to allow debate on secession over gun laws https://t.co/xa9m1r0ptu,-0.128,0.147,0.736,0.117,85
385,Fox,Mon Apr 09 09:01:54 +0000 2018,"Democratic strategist Chuck Rocha: ""Nobody in America wants anybody coming here who wants to do harm to America."" https://t.co/MYBFQmnRBu",-0.5423,0.163,0.837,0.0,86
386,Fox,Mon Apr 09 09:00:00 +0000 2018,.@larry_kudlow tries to calm trade war fears but says #Trump 'not bluffing' about China tariffs https://t.co/dUUt2Xc9G6,-0.4019,0.229,0.684,0.087,87
387,Fox,Mon Apr 09 08:55:00 +0000 2018,New high-speed Florida train kills 4th person since launching service https://t.co/bQAcrPIa3x,-0.5423,0.259,0.741,0.0,88
388,Fox,Mon Apr 09 08:50:00 +0000 2018,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWDmQN,-0.7003,0.326,0.674,0.0,89
389,Fox,Mon Apr 09 08:42:00 +0000 2018,".@RepMcCaul: ""I remember @JohnKerry saying, 'We took all their chemical weapons away.' Obviously not."" https://t.co/x7G1yQlN19",-0.4404,0.172,0.828,0.0,90
390,Fox,Mon Apr 09 08:40:19 +0000 2018,".@NanHayworth: ""Extreme vetting, which has been applied to targeted nations that we know are the sources of terror… https://t.co/OV0e9TAMSN",0.0,0.0,1.0,0.0,91
391,Fox,Mon Apr 09 08:37:00 +0000 2018,Child advocates ask FTC to investigate YouTube https://t.co/vZEB4ezBGD,0.0,0.0,1.0,0.0,92
392,Fox,Mon Apr 09 08:32:40 +0000 2018,Texas begins deploying troops to southern border https://t.co/iKj4LWihu4,0.0,0.0,1.0,0.0,93
393,Fox,Mon Apr 09 08:32:00 +0000 2018,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's economic policies and their positive results for A… https://t.co/Cos9MFoHLP",0.7783,0.0,0.657,0.343,94
394,Fox,Mon Apr 09 08:30:09 +0000 2018,"Delta passenger suffered 'painful' cartilage damage after child on flight repeatedly kicked her, she claims https://t.co/bcvwOCIhxd",-0.7506,0.314,0.686,0.0,95
395,Fox,Mon Apr 09 08:22:21 +0000 2018,"National security analyst Ryan Mauro on Syrian chemical attack: ""I see no other option besides military action.""… https://t.co/mbBmTmeoQH",-0.4404,0.233,0.661,0.106,96
396,Fox,Mon Apr 09 08:21:00 +0000 2018,States sending troops to Mexico border. https://t.co/Zep3xNOoPF,0.0,0.0,1.0,0.0,97
397,Fox,Mon Apr 09 08:18:00 +0000 2018,".@TheRealJohnHCox: ""This criminal idea of the sanctuary state movement - the people are upset about this because it… https://t.co/EGULsWk376",-0.7184,0.273,0.727,0.0,98
398,Fox,Mon Apr 09 08:16:41 +0000 2018,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5XGgS,-0.0747,0.145,0.727,0.128,99
399,Fox,Mon Apr 09 08:09:05 +0000 2018,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/Zy0NMuT2el,-0.802,0.474,0.526,0.0,100
400,New York Times,Mon Apr 09 22:17:03 +0000 2018,"RT @nytimesbooks: ""When a male supervisor told Abbott that 'nice girls' don’t go to the Bowery, she replied: 'Buddy, I’m not a nice girl. I…",0.6808,0.0,0.789,0.211,1
401,New York Times,Mon Apr 09 22:02:04 +0000 2018,The Museum of the City of New York will digitize hundreds of 19th-century playbills https://t.co/kdtPEMMvnn,0.0,0.0,1.0,0.0,2
402,New York Times,Mon Apr 09 21:47:02 +0000 2018,Only 10 women have given birth while serving in Congress. Tammy Duckworth is the first senator. https://t.co/fl5ejK0DVW,0.0,0.0,1.0,0.0,3
403,New York Times,Mon Apr 09 21:32:04 +0000 2018,"A Brooklyn man's mind began to unravel after the police fatally shot his best friend. 10 years later, he died the s… https://t.co/eOOcJBjhZQ",-0.1027,0.235,0.542,0.223,4
404,New York Times,Mon Apr 09 21:17:06 +0000 2018,"RT @ABarnardNYT: New court papers contend top Syrian security officials deliberately tracked &amp; killed journalist Marie Colvin in 2012, part…",-0.2732,0.174,0.618,0.208,5
405,New York Times,Mon Apr 09 21:00:07 +0000 2018,"🤫
https://t.co/ivXQVRb3TB",0.0,0.0,1.0,0.0,6
406,New York Times,Mon Apr 09 20:50:07 +0000 2018,"RT @MarkLandler: “A pleasant guy can still end up urging someone to use nukes, just as an irascible guy can.” @peterbakernyt  on John Bolto…",0.5106,0.0,0.875,0.125,7
407,New York Times,Mon Apr 09 20:40:12 +0000 2018,One NYT reader's reaction to President Trump saying he'll decide whether to retaliate militarily for the suspected… https://t.co/36rThr8Anf,0.0,0.0,1.0,0.0,8
408,New York Times,Mon Apr 09 20:30:14 +0000 2018,"RT @nytimesworld: The pope issued a 103-page document on Monday, declaring that caring for migrants and the poor was as sacred as ""our defe…",0.0258,0.114,0.769,0.117,9
